* #variable= 3318 #constraint= 6983
+1 ~x2027 +1 x1568 +1 x1569 +1 x1570 +1 x1571 +1 x1572 +1 x1699 +1 x1928 >= 1;
+1 ~x2028 +1 x1563 +1 x1564 +1 x1565 +1 x1566 +1 x1567 +1 x1698 +1 x1929 >= 1;
+1 ~x2029 +1 x1558 +1 x1559 +1 x1560 +1 x1561 +1 x1562 +1 x1687 +1 x1930 >= 1;
+1 ~x2030 +1 x1553 +1 x1554 +1 x1555 +1 x1556 +1 x1557 +1 x1686 +1 x1931 >= 1;
+1 ~x2031 +1 x1684 >= 1;
+1 ~x2032 +1 x1682 >= 1;
+1 ~x2033 +1 x1680 >= 1;
+1 ~x2034 +1 x1678 >= 1;
+1 ~x2035 +1 x1676 >= 1;
+1 ~x2036 +1 x1674 +1 x1932 >= 1;
+1 ~x2037 +1 x1672 +1 x1933 >= 1;
+1 ~x2038 +1 x1670 +1 x1934 >= 1;
+1 ~x2039 +1 x1668 +1 x1935 >= 1;
+1 ~x2040 +1 x1666 +1 x1936 >= 1;
+1 ~x2041 +1 x1659 +1 x1665 +1 x1937 >= 1;
+1 ~x2042 +1 x1657 +1 x1663 +1 x1938 >= 1;
+1 ~x2043 +1 x1656 +1 x1662 +1 x1939 >= 1;
+1 ~x2044 +1 x1655 +1 x1661 +1 x1940 >= 1;
+1 ~x2045 +1 x1654 +1 x1660 +1 x1941 >= 1;
+1 ~x2046 +1 x1646 +1 x1652 +1 x1942 >= 1;
+1 ~x2047 +1 x1645 +1 x1651 +1 x1943 >= 1;
+1 ~x2048 +1 x1644 +1 x1650 +1 x1944 >= 1;
+1 ~x2049 +1 x1643 +1 x1649 +1 x1945 >= 1;
+1 ~x2050 +1 x1642 +1 x1648 +1 x1946 >= 1;
+1 ~x2051 +1 x1634 +1 x1640 +1 x1947 >= 1;
+1 ~x2052 +1 x1633 +1 x1639 +1 x1948 >= 1;
+1 ~x2053 +1 x1632 +1 x1638 +1 x1949 >= 1;
+1 ~x2054 +1 x1631 +1 x1637 +1 x1950 >= 1;
+1 ~x2055 +1 x1630 +1 x1636 +1 x1951 >= 1;
+1 ~x2056 +1 x1623 +1 x1629 +1 x1952 >= 1;
+1 ~x2057 +1 x1622 +1 x1628 +1 x1953 >= 1;
+1 ~x2058 +1 x1620 +1 x1626 +1 x1954 >= 1;
+1 ~x2059 +1 x1619 +1 x1625 +1 x1955 >= 1;
+1 ~x2060 +1 x1618 +1 x1624 +1 x1956 >= 1;
+1 ~x2061 +1 x1617 >= 1;
+1 ~x2062 +1 x1616 >= 1;
+1 ~x2063 +1 x1615 >= 1;
+1 ~x2064 +1 x1614 >= 1;
+1 ~x2065 +1 x1613 >= 1;
+1 ~x2066 +1 x1612 >= 1;
+1 ~x2067 +1 x1611 >= 1;
+1 ~x2068 +1 x1610 >= 1;
+1 ~x2069 +1 x1609 >= 1;
+1 ~x2070 +1 x1608 >= 1;
+1 ~x2071 +1 x1607 >= 1;
+1 ~x2072 +1 x1606 >= 1;
+1 ~x2073 +1 x1605 >= 1;
+1 ~x2074 +1 x1604 >= 1;
+1 ~x2075 +1 x1603 >= 1;
+1 ~x2076 +1 x1597 >= 1;
+1 ~x2077 +1 x1596 >= 1;
+1 ~x2078 +1 x1595 >= 1;
+1 ~x2079 +1 x1594 >= 1;
+1 ~x2080 +1 x1593 >= 1;
+1 ~x2081 +1 x1781 +1 x1787 +1 x1794 +1 x1957 >= 1;
+1 ~x2082 +1 x1790 +1 x1860 +1 x1861 +1 x1958 >= 1;
+1 ~x2083 +1 x1732 +1 x1738 +1 x1744 +1 x1802 +1 x1808 +1 x1814 +1 x1959 >= 1;
+1 ~x2084 +1 x1750 +1 x1756 +1 x1762 +1 x1820 +1 x1826 +1 x1832 +1 x1960 >= 1;
+1 ~x2085 +1 x1837 +1 x1839 +1 x1961 >= 1;
+1 ~x2086 +1 x1841 +1 x1843 +1 x1962 >= 1;
+1 ~x2087 +1 x1845 +1 x1847 +1 x1963 >= 1;
+1 ~x2088 +1 x1849 +1 x1851 +1 x1964 >= 1;
+1 ~x2089 +1 x1853 +1 x1855 +1 x1965 >= 1;
+1 ~x2090 +1 x1857 +1 x1859 +1 x1966 >= 1;
+1 ~x2091 +1 x1862 +1 x1967 >= 1;
+1 ~x2092 +1 x1863 +1 x1968 >= 1;
+1 ~x2093 +1 x1864 +1 x1969 >= 1;
+1 ~x2094 +1 x1865 +1 x1970 >= 1;
+1 ~x2095 +1 x1982 >= 1;
+1 ~x2095 +1 x2080 >= 1;
+1 ~x2096 +1 x1981 >= 1;
+1 ~x2096 +1 x2079 >= 1;
+1 ~x2097 +1 x1980 >= 1;
+1 ~x2097 +1 x2078 >= 1;
+1 ~x2098 +1 x1978 >= 1;
+1 ~x2098 +1 x2077 >= 1;
+1 ~x2099 +1 x1977 >= 1;
+1 ~x2099 +1 x2076 >= 1;
+1 ~x2100 +1 x1982 >= 1;
+1 ~x2100 +1 x2075 >= 1;
+1 ~x2101 +1 x1981 >= 1;
+1 ~x2101 +1 x2074 >= 1;
+1 ~x2102 +1 x1980 >= 1;
+1 ~x2102 +1 x2073 >= 1;
+1 ~x2103 +1 x1979 >= 1;
+1 ~x2103 +1 x2072 >= 1;
+1 ~x2104 +1 x1978 >= 1;
+1 ~x2104 +1 x2071 >= 1;
+1 ~x2105 +1 x1982 >= 1;
+1 ~x2105 +1 x2070 >= 1;
+1 ~x2106 +1 x1981 >= 1;
+1 ~x2106 +1 x2069 >= 1;
+1 ~x2107 +1 x1980 >= 1;
+1 ~x2107 +1 x2068 >= 1;
+1 ~x2108 +1 x1979 >= 1;
+1 ~x2108 +1 x2067 >= 1;
+1 ~x2109 +1 x1978 >= 1;
+1 ~x2109 +1 x2066 >= 1;
+1 ~x2110 +1 x1982 >= 1;
+1 ~x2110 +1 x2065 >= 1;
+1 ~x2111 +1 x1981 >= 1;
+1 ~x2111 +1 x2064 >= 1;
+1 ~x2112 +1 x1980 >= 1;
+1 ~x2112 +1 x2063 >= 1;
+1 ~x2113 +1 x1979 >= 1;
+1 ~x2113 +1 x2062 >= 1;
+1 ~x2114 +1 x1977 >= 1;
+1 ~x2114 +1 x2061 >= 1;
+1 ~x2115 +1 x2060 >= 1;
+1 ~x2115 +1 x1992 >= 1;
+1 ~x2116 +1 x2059 >= 1;
+1 ~x2116 +1 x1991 >= 1;
+1 ~x2117 +1 x2058 >= 1;
+1 ~x2117 +1 x2083 >= 1;
+1 ~x2118 +1 x2057 >= 1;
+1 ~x2118 +1 x1989 >= 1;
+1 ~x2119 +1 x2056 >= 1;
+1 ~x2119 +1 x1988 >= 1;
+1 ~x2120 +1 x2060 >= 1;
+1 ~x2120 +1 x1987 >= 1;
+1 ~x2121 +1 x2059 >= 1;
+1 ~x2121 +1 x1986 >= 1;
+1 ~x2122 +1 x2058 >= 1;
+1 ~x2122 +1 x2084 >= 1;
+1 ~x2123 +1 x2057 >= 1;
+1 ~x2123 +1 x1984 >= 1;
+1 ~x2124 +1 x2056 >= 1;
+1 ~x2124 +1 x1983 >= 1;
+1 ~x2125 +1 x2055 >= 1;
+1 ~x2125 +1 x1992 >= 1;
+1 ~x2126 +1 x2054 >= 1;
+1 ~x2126 +1 x1991 >= 1;
+1 ~x2127 +1 x2053 >= 1;
+1 ~x2127 +1 x2083 >= 1;
+1 ~x2128 +1 x2052 >= 1;
+1 ~x2128 +1 x1990 >= 1;
+1 ~x2129 +1 x2051 >= 1;
+1 ~x2129 +1 x1989 >= 1;
+1 ~x2130 +1 x2055 >= 1;
+1 ~x2130 +1 x1987 >= 1;
+1 ~x2131 +1 x2054 >= 1;
+1 ~x2131 +1 x1986 >= 1;
+1 ~x2132 +1 x2053 >= 1;
+1 ~x2132 +1 x2084 >= 1;
+1 ~x2133 +1 x2052 >= 1;
+1 ~x2133 +1 x1985 >= 1;
+1 ~x2134 +1 x2051 >= 1;
+1 ~x2134 +1 x1984 >= 1;
+1 ~x2135 +1 x2050 >= 1;
+1 ~x2135 +1 x1992 >= 1;
+1 ~x2136 +1 x2049 >= 1;
+1 ~x2136 +1 x1991 >= 1;
+1 ~x2137 +1 x2048 >= 1;
+1 ~x2137 +1 x2083 >= 1;
+1 ~x2138 +1 x2047 >= 1;
+1 ~x2138 +1 x1990 >= 1;
+1 ~x2139 +1 x2046 >= 1;
+1 ~x2139 +1 x1989 >= 1;
+1 ~x2140 +1 x2050 >= 1;
+1 ~x2140 +1 x1987 >= 1;
+1 ~x2141 +1 x2049 >= 1;
+1 ~x2141 +1 x1986 >= 1;
+1 ~x2142 +1 x2048 >= 1;
+1 ~x2142 +1 x2084 >= 1;
+1 ~x2143 +1 x2047 >= 1;
+1 ~x2143 +1 x1985 >= 1;
+1 ~x2144 +1 x2046 >= 1;
+1 ~x2144 +1 x1984 >= 1;
+1 ~x2145 +1 x2045 >= 1;
+1 ~x2145 +1 x1992 >= 1;
+1 ~x2146 +1 x2044 >= 1;
+1 ~x2146 +1 x1991 >= 1;
+1 ~x2147 +1 x2043 >= 1;
+1 ~x2147 +1 x2083 >= 1;
+1 ~x2148 +1 x2042 >= 1;
+1 ~x2148 +1 x1990 >= 1;
+1 ~x2149 +1 x2041 >= 1;
+1 ~x2149 +1 x1988 >= 1;
+1 ~x2150 +1 x2045 >= 1;
+1 ~x2150 +1 x1987 >= 1;
+1 ~x2151 +1 x2044 >= 1;
+1 ~x2151 +1 x1986 >= 1;
+1 ~x2152 +1 x2043 >= 1;
+1 ~x2152 +1 x2084 >= 1;
+1 ~x2153 +1 x2042 >= 1;
+1 ~x2153 +1 x1985 >= 1;
+1 ~x2154 +1 x2041 >= 1;
+1 ~x2154 +1 x1983 >= 1;
+1 ~x2155 +1 x1982 >= 1;
+1 ~x2155 +1 x2060 >= 1;
+1 ~x2156 +1 x1981 >= 1;
+1 ~x2156 +1 x2059 >= 1;
+1 ~x2157 +1 x1980 >= 1;
+1 ~x2157 +1 x2058 >= 1;
+1 ~x2158 +1 x1978 >= 1;
+1 ~x2158 +1 x2057 >= 1;
+1 ~x2159 +1 x1977 >= 1;
+1 ~x2159 +1 x2056 >= 1;
+1 ~x2160 +1 x2085 >= 1;
+1 ~x2160 +1 x2040 >= 1;
+1 ~x2161 +1 x2086 >= 1;
+1 ~x2161 +1 x2039 >= 1;
+1 ~x2162 +1 x2088 >= 1;
+1 ~x2162 +1 x2038 >= 1;
+1 ~x2163 +1 x2089 >= 1;
+1 ~x2163 +1 x2037 >= 1;
+1 ~x2164 +1 x2090 >= 1;
+1 ~x2164 +1 x2036 >= 1;
+1 ~x2165 +1 x1982 >= 1;
+1 ~x2165 +1 x2055 >= 1;
+1 ~x2166 +1 x1981 >= 1;
+1 ~x2166 +1 x2054 >= 1;
+1 ~x2167 +1 x1980 >= 1;
+1 ~x2167 +1 x2053 >= 1;
+1 ~x2168 +1 x1979 >= 1;
+1 ~x2168 +1 x2052 >= 1;
+1 ~x2169 +1 x1978 >= 1;
+1 ~x2169 +1 x2051 >= 1;
+1 ~x2170 +1 x1982 >= 1;
+1 ~x2170 +1 x2050 >= 1;
+1 ~x2171 +1 x1981 >= 1;
+1 ~x2171 +1 x2049 >= 1;
+1 ~x2172 +1 x1980 >= 1;
+1 ~x2172 +1 x2048 >= 1;
+1 ~x2173 +1 x1979 >= 1;
+1 ~x2173 +1 x2047 >= 1;
+1 ~x2174 +1 x1978 >= 1;
+1 ~x2174 +1 x2046 >= 1;
+1 ~x2175 +1 x2085 >= 1;
+1 ~x2175 +1 x2035 >= 1;
+1 ~x2176 +1 x2086 >= 1;
+1 ~x2176 +1 x2034 >= 1;
+1 ~x2177 +1 x2087 >= 1;
+1 ~x2177 +1 x2033 >= 1;
+1 ~x2178 +1 x2088 >= 1;
+1 ~x2178 +1 x2032 >= 1;
+1 ~x2179 +1 x2089 >= 1;
+1 ~x2179 +1 x2031 >= 1;
+1 ~x2180 +1 x1982 >= 1;
+1 ~x2180 +1 x2045 >= 1;
+1 ~x2181 +1 x1981 >= 1;
+1 ~x2181 +1 x2044 >= 1;
+1 ~x2182 +1 x1980 >= 1;
+1 ~x2182 +1 x2043 >= 1;
+1 ~x2183 +1 x1979 >= 1;
+1 ~x2183 +1 x2042 >= 1;
+1 ~x2184 +1 x1977 >= 1;
+1 ~x2184 +1 x2041 >= 1;
+1 ~x2185 +1 x2030 >= 1;
+1 ~x2185 +1 x1992 >= 1;
+1 ~x2186 +1 x2030 >= 1;
+1 ~x2186 +1 x1991 >= 1;
+1 ~x2187 +1 x2030 >= 1;
+1 ~x2187 +1 x2083 >= 1;
+1 ~x2188 +1 x2030 >= 1;
+1 ~x2188 +1 x1990 >= 1;
+1 ~x2189 +1 x2030 >= 1;
+1 ~x2189 +1 x1989 >= 1;
+1 ~x2190 +1 x2030 >= 1;
+1 ~x2190 +1 x1988 >= 1;
+1 ~x2191 +1 x2029 >= 1;
+1 ~x2191 +1 x1987 >= 1;
+1 ~x2192 +1 x2029 >= 1;
+1 ~x2192 +1 x1986 >= 1;
+1 ~x2193 +1 x2029 >= 1;
+1 ~x2193 +1 x2084 >= 1;
+1 ~x2194 +1 x2029 >= 1;
+1 ~x2194 +1 x1985 >= 1;
+1 ~x2195 +1 x2029 >= 1;
+1 ~x2195 +1 x1984 >= 1;
+1 ~x2196 +1 x2029 >= 1;
+1 ~x2196 +1 x1983 >= 1;
+1 ~x2197 +1 x2028 >= 1;
+1 ~x2197 +1 x1992 >= 1;
+1 ~x2198 +1 x2028 >= 1;
+1 ~x2198 +1 x1991 >= 1;
+1 ~x2199 +1 x2028 >= 1;
+1 ~x2199 +1 x2083 >= 1;
+1 ~x2200 +1 x2028 >= 1;
+1 ~x2200 +1 x1990 >= 1;
+1 ~x2201 +1 x2028 >= 1;
+1 ~x2201 +1 x1989 >= 1;
+1 ~x2202 +1 x2028 >= 1;
+1 ~x2202 +1 x1988 >= 1;
+1 ~x2203 +1 x2027 >= 1;
+1 ~x2203 +1 x1987 >= 1;
+1 ~x2204 +1 x2027 >= 1;
+1 ~x2204 +1 x1986 >= 1;
+1 ~x2205 +1 x2027 >= 1;
+1 ~x2205 +1 x2084 >= 1;
+1 ~x2206 +1 x2027 >= 1;
+1 ~x2206 +1 x1985 >= 1;
+1 ~x2207 +1 x2027 >= 1;
+1 ~x2207 +1 x1984 >= 1;
+1 ~x2208 +1 x2027 >= 1;
+1 ~x2208 +1 x1983 >= 1;
+1 ~x2209 +1 x2026 >= 1;
+1 ~x2209 +1 x1992 >= 1;
+1 ~x2210 +1 x2026 >= 1;
+1 ~x2210 +1 x1991 >= 1;
+1 ~x2211 +1 x2026 >= 1;
+1 ~x2211 +1 x2083 >= 1;
+1 ~x2212 +1 x2026 >= 1;
+1 ~x2212 +1 x1990 >= 1;
+1 ~x2213 +1 x2026 >= 1;
+1 ~x2213 +1 x1989 >= 1;
+1 ~x2214 +1 x2026 >= 1;
+1 ~x2214 +1 x1988 >= 1;
+1 ~x2215 +1 x2025 >= 1;
+1 ~x2215 +1 x1987 >= 1;
+1 ~x2216 +1 x2025 >= 1;
+1 ~x2216 +1 x1986 >= 1;
+1 ~x2217 +1 x2025 >= 1;
+1 ~x2217 +1 x2084 >= 1;
+1 ~x2218 +1 x2025 >= 1;
+1 ~x2218 +1 x1985 >= 1;
+1 ~x2219 +1 x2025 >= 1;
+1 ~x2219 +1 x1984 >= 1;
+1 ~x2220 +1 x2025 >= 1;
+1 ~x2220 +1 x1983 >= 1;
+1 ~x2221 +1 x2024 >= 1;
+1 ~x2221 +1 x1992 >= 1;
+1 ~x2222 +1 x2024 >= 1;
+1 ~x2222 +1 x1991 >= 1;
+1 ~x2223 +1 x2024 >= 1;
+1 ~x2223 +1 x2083 >= 1;
+1 ~x2224 +1 x2024 >= 1;
+1 ~x2224 +1 x1990 >= 1;
+1 ~x2225 +1 x2024 >= 1;
+1 ~x2225 +1 x1989 >= 1;
+1 ~x2226 +1 x2024 >= 1;
+1 ~x2226 +1 x1988 >= 1;
+1 ~x2227 +1 x2023 >= 1;
+1 ~x2227 +1 x1987 >= 1;
+1 ~x2228 +1 x2023 >= 1;
+1 ~x2228 +1 x1986 >= 1;
+1 ~x2229 +1 x2023 >= 1;
+1 ~x2229 +1 x2084 >= 1;
+1 ~x2230 +1 x2023 >= 1;
+1 ~x2230 +1 x1985 >= 1;
+1 ~x2231 +1 x2023 >= 1;
+1 ~x2231 +1 x1984 >= 1;
+1 ~x2232 +1 x2023 >= 1;
+1 ~x2232 +1 x1983 >= 1;
+1 ~x2233 +1 x2085 >= 1;
+1 ~x2233 +1 x2022 >= 1;
+1 ~x2234 +1 x1982 >= 1;
+1 ~x2234 +1 x2022 >= 1;
+1 ~x2235 +1 x2086 >= 1;
+1 ~x2235 +1 x2021 >= 1;
+1 ~x2236 +1 x1981 >= 1;
+1 ~x2236 +1 x2021 >= 1;
+1 ~x2237 +1 x2088 >= 1;
+1 ~x2237 +1 x2020 >= 1;
+1 ~x2238 +1 x1979 >= 1;
+1 ~x2238 +1 x2020 >= 1;
+1 ~x2239 +1 x2089 >= 1;
+1 ~x2239 +1 x2019 >= 1;
+1 ~x2240 +1 x1978 >= 1;
+1 ~x2240 +1 x2019 >= 1;
+1 ~x2241 +1 x2090 >= 1;
+1 ~x2241 +1 x2018 >= 1;
+1 ~x2242 +1 x1977 >= 1;
+1 ~x2242 +1 x2018 >= 1;
+1 ~x2243 +1 x2085 >= 1;
+1 ~x2243 +1 x2017 >= 1;
+1 ~x2244 +1 x1982 >= 1;
+1 ~x2244 +1 x2017 >= 1;
+1 ~x2245 +1 x2086 >= 1;
+1 ~x2245 +1 x2016 >= 1;
+1 ~x2246 +1 x1981 >= 1;
+1 ~x2246 +1 x2016 >= 1;
+1 ~x2247 +1 x2087 >= 1;
+1 ~x2247 +1 x2015 >= 1;
+1 ~x2248 +1 x1980 >= 1;
+1 ~x2248 +1 x2015 >= 1;
+1 ~x2249 +1 x2088 >= 1;
+1 ~x2249 +1 x2014 >= 1;
+1 ~x2250 +1 x1979 >= 1;
+1 ~x2250 +1 x2014 >= 1;
+1 ~x2251 +1 x2089 >= 1;
+1 ~x2251 +1 x2013 >= 1;
+1 ~x2252 +1 x1978 >= 1;
+1 ~x2252 +1 x2013 >= 1;
+1 ~x2253 +1 x2002 >= 1;
+1 ~x2253 +1 x1990 >= 1;
+1 ~x2254 +1 x2002 >= 1;
+1 ~x2254 +1 x1985 >= 1;
+1 ~x2255 +1 x2012 >= 1;
+1 ~x2255 +1 x1992 >= 1;
+1 ~x2256 +1 x2011 >= 1;
+1 ~x2256 +1 x1991 >= 1;
+1 ~x2257 +1 x2010 >= 1;
+1 ~x2257 +1 x1990 >= 1;
+1 ~x2258 +1 x2009 >= 1;
+1 ~x2258 +1 x1989 >= 1;
+1 ~x2259 +1 x2008 >= 1;
+1 ~x2259 +1 x1988 >= 1;
+1 ~x2260 +1 x2012 >= 1;
+1 ~x2260 +1 x1987 >= 1;
+1 ~x2261 +1 x2011 >= 1;
+1 ~x2261 +1 x1986 >= 1;
+1 ~x2262 +1 x2010 >= 1;
+1 ~x2262 +1 x1985 >= 1;
+1 ~x2263 +1 x2009 >= 1;
+1 ~x2263 +1 x1984 >= 1;
+1 ~x2264 +1 x2008 >= 1;
+1 ~x2264 +1 x1983 >= 1;
+1 ~x2265 +1 x2000 >= 1;
+1 ~x2265 +1 x1988 >= 1;
+1 ~x2266 +1 x2000 >= 1;
+1 ~x2266 +1 x1983 >= 1;
+1 ~x2267 +1 x1999 >= 1;
+1 ~x2267 +1 x1988 >= 1;
+1 ~x2268 +1 x1999 >= 1;
+1 ~x2268 +1 x1983 >= 1;
+1 ~x2269 +1 x2007 >= 1;
+1 ~x2269 +1 x1992 >= 1;
+1 ~x2270 +1 x2006 >= 1;
+1 ~x2270 +1 x1991 >= 1;
+1 ~x2271 +1 x2005 >= 1;
+1 ~x2271 +1 x2083 >= 1;
+1 ~x2272 +1 x2004 >= 1;
+1 ~x2272 +1 x1990 >= 1;
+1 ~x2273 +1 x2003 >= 1;
+1 ~x2273 +1 x1989 >= 1;
+1 ~x2274 +1 x2007 >= 1;
+1 ~x2274 +1 x1987 >= 1;
+1 ~x2275 +1 x2006 >= 1;
+1 ~x2275 +1 x1986 >= 1;
+1 ~x2276 +1 x2005 >= 1;
+1 ~x2276 +1 x2084 >= 1;
+1 ~x2277 +1 x2004 >= 1;
+1 ~x2277 +1 x1985 >= 1;
+1 ~x2278 +1 x2003 >= 1;
+1 ~x2278 +1 x1984 >= 1;
+1 ~x2279 +1 x1997 >= 1;
+1 ~x2279 +1 x1989 >= 1;
+1 ~x2280 +1 x1997 >= 1;
+1 ~x2280 +1 x1984 >= 1;
+1 ~x2281 +1 x1979 >= 1;
+1 ~x2281 +1 x2002 >= 1;
+1 ~x2282 +1 x1982 >= 1;
+1 ~x2282 +1 x2012 >= 1;
+1 ~x2283 +1 x1981 >= 1;
+1 ~x2283 +1 x2011 >= 1;
+1 ~x2284 +1 x2087 >= 1;
+1 ~x2284 +1 x2001 >= 1;
+1 ~x2285 +1 x1979 >= 1;
+1 ~x2285 +1 x2010 >= 1;
+1 ~x2286 +1 x1978 >= 1;
+1 ~x2286 +1 x2009 >= 1;
+1 ~x2287 +1 x1977 >= 1;
+1 ~x2287 +1 x2008 >= 1;
+1 ~x2288 +1 x1977 >= 1;
+1 ~x2288 +1 x2000 >= 1;
+1 ~x2289 +1 x1977 >= 1;
+1 ~x2289 +1 x1999 >= 1;
+1 ~x2290 +1 x1982 >= 1;
+1 ~x2290 +1 x2007 >= 1;
+1 ~x2291 +1 x1981 >= 1;
+1 ~x2291 +1 x2006 >= 1;
+1 ~x2292 +1 x1980 >= 1;
+1 ~x2292 +1 x2005 >= 1;
+1 ~x2293 +1 x1979 >= 1;
+1 ~x2293 +1 x2004 >= 1;
+1 ~x2294 +1 x1978 >= 1;
+1 ~x2294 +1 x2003 >= 1;
+1 ~x2295 +1 x2090 >= 1;
+1 ~x2295 +1 x1998 >= 1;
+1 ~x2296 +1 x1978 >= 1;
+1 ~x2296 +1 x1997 >= 1;
+1 ~x2297 +1 x1990 >= 1;
+1 ~x2298 +1 x1990 >= 1;
+1 ~x2299 +1 x1990 >= 1;
+1 ~x2300 +1 x1990 >= 1;
+1 ~x2301 +1 x1990 >= 1;
+1 ~x2302 +1 x1990 >= 1;
+1 ~x2303 +1 x1989 >= 1;
+1 ~x2304 +1 x1989 >= 1;
+1 ~x2305 +1 x1989 >= 1;
+1 ~x2306 +1 x1989 >= 1;
+1 ~x2307 +1 x1989 >= 1;
+1 ~x2308 +1 x1989 >= 1;
+1 ~x2309 +1 x1988 >= 1;
+1 ~x2310 +1 x1988 >= 1;
+1 ~x2311 +1 x1988 >= 1;
+1 ~x2312 +1 x1988 >= 1;
+1 ~x2313 +1 x1988 >= 1;
+1 ~x2314 +1 x1988 >= 1;
+1 ~x2315 +1 x1985 >= 1;
+1 ~x2316 +1 x1985 >= 1;
+1 ~x2317 +1 x1985 >= 1;
+1 ~x2318 +1 x1985 >= 1;
+1 ~x2319 +1 x1985 >= 1;
+1 ~x2320 +1 x1985 >= 1;
+1 ~x2321 +1 x1984 >= 1;
+1 ~x2322 +1 x1984 >= 1;
+1 ~x2323 +1 x1984 >= 1;
+1 ~x2324 +1 x1984 >= 1;
+1 ~x2325 +1 x1984 >= 1;
+1 ~x2326 +1 x1984 >= 1;
+1 ~x2327 +1 x1983 >= 1;
+1 ~x2328 +1 x1983 >= 1;
+1 ~x2329 +1 x1983 >= 1;
+1 ~x2330 +1 x1983 >= 1;
+1 ~x2331 +1 x1983 >= 1;
+1 ~x2332 +1 x1983 >= 1;
+1 ~x2333 +1 x1976 >= 1;
+1 ~x2333 +1 x1992 >= 1;
+1 ~x2334 +1 x1976 >= 1;
+1 ~x2334 +1 x1991 >= 1;
+1 ~x2335 +1 x1976 >= 1;
+1 ~x2335 +1 x1990 >= 1;
+1 ~x2336 +1 x1976 >= 1;
+1 ~x2336 +1 x1989 >= 1;
+1 ~x2337 +1 x1976 >= 1;
+1 ~x2337 +1 x1988 >= 1;
+1 ~x2338 +1 x1975 >= 1;
+1 ~x2338 +1 x1987 >= 1;
+1 ~x2339 +1 x1975 >= 1;
+1 ~x2339 +1 x1986 >= 1;
+1 ~x2340 +1 x1975 >= 1;
+1 ~x2340 +1 x1985 >= 1;
+1 ~x2341 +1 x1975 >= 1;
+1 ~x2341 +1 x1984 >= 1;
+1 ~x2342 +1 x1975 >= 1;
+1 ~x2342 +1 x1983 >= 1;
+1 ~x2343 +1 x1996 >= 1;
+1 ~x2343 +1 x1992 >= 1;
+1 ~x2344 +1 x1996 >= 1;
+1 ~x2344 +1 x1991 >= 1;
+1 ~x2345 +1 x1996 >= 1;
+1 ~x2345 +1 x2083 >= 1;
+1 ~x2346 +1 x1996 >= 1;
+1 ~x2346 +1 x1990 >= 1;
+1 ~x2347 +1 x1996 >= 1;
+1 ~x2347 +1 x1989 >= 1;
+1 ~x2348 +1 x1996 >= 1;
+1 ~x2348 +1 x1988 >= 1;
+1 ~x2349 +1 x1995 >= 1;
+1 ~x2349 +1 x1987 >= 1;
+1 ~x2350 +1 x1995 >= 1;
+1 ~x2350 +1 x1986 >= 1;
+1 ~x2351 +1 x1995 >= 1;
+1 ~x2351 +1 x2084 >= 1;
+1 ~x2352 +1 x1995 >= 1;
+1 ~x2352 +1 x1985 >= 1;
+1 ~x2353 +1 x1995 >= 1;
+1 ~x2353 +1 x1984 >= 1;
+1 ~x2354 +1 x1995 >= 1;
+1 ~x2354 +1 x1983 >= 1;
+1 ~x2355 +1 x1979 >= 1;
+1 ~x2355 +1 x1974 >= 1;
+1 ~x2356 +1 x2087 >= 1;
+1 ~x2356 +1 x1994 >= 1;
+1 ~x2357 +1 x1980 >= 1;
+1 ~x2357 +1 x1994 >= 1;
+1 ~x2358 +1 x1977 >= 1;
+1 ~x2358 +1 x1973 >= 1;
+1 ~x2359 +1 x1977 >= 1;
+1 ~x2359 +1 x1972 >= 1;
+1 ~x2360 +1 x2090 >= 1;
+1 ~x2360 +1 x1993 >= 1;
+1 ~x2361 +1 x1977 >= 1;
+1 ~x2361 +1 x1993 >= 1;
+1 ~x2362 +1 x1978 >= 1;
+1 ~x2362 +1 x1971 >= 1;
+1 ~x2363 +1 x2081 >= 1;
+1 ~x2363 +1 x1988 >= 1;
+1 ~x2364 +1 x2081 >= 1;
+1 ~x2364 +1 x1983 >= 1;
+1 ~x2365 +1 x1980 >= 1;
+1 ~x2365 +1 x2082 >= 1;
+1 ~x2366 +1 x1977 >= 1;
+1 ~x2366 +1 x2081 >= 1;
+1 ~x2367 +1 x1992 >= 1;
+1 ~x2368 +1 x1992 >= 1;
+1 ~x2369 +1 x1992 >= 1;
+1 ~x2370 +1 x1992 >= 1;
+1 ~x2371 +1 x1992 >= 1;
+1 ~x2372 +1 x1992 >= 1;
+1 ~x2373 +1 x1991 >= 1;
+1 ~x2374 +1 x1991 >= 1;
+1 ~x2375 +1 x1991 >= 1;
+1 ~x2376 +1 x1991 >= 1;
+1 ~x2377 +1 x1991 >= 1;
+1 ~x2378 +1 x1991 >= 1;
+1 ~x2379 +1 x2083 >= 1;
+1 ~x2380 +1 x2083 >= 1;
+1 ~x2381 +1 x2083 >= 1;
+1 ~x2382 +1 x2083 >= 1;
+1 ~x2383 +1 x2083 >= 1;
+1 ~x2384 +1 x2083 >= 1;
+1 ~x2385 +1 x1987 >= 1;
+1 ~x2386 +1 x1987 >= 1;
+1 ~x2387 +1 x1987 >= 1;
+1 ~x2388 +1 x1987 >= 1;
+1 ~x2389 +1 x1987 >= 1;
+1 ~x2390 +1 x1987 >= 1;
+1 ~x2391 +1 x1986 >= 1;
+1 ~x2392 +1 x1986 >= 1;
